Learning_Path,Specific_Learning_Path,Course_Name,Level,Duration,Rating,Desciption,ILO,Tags,Other_Language_Support,URL,Prerequisites,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Total Number of Students,5 Stars Percentage,5&4 Stars Percentage
Cybersecurity,Project Management Fundamentals,Project Management Fundamentals,Fundamental,3h 30m,4.5,This course introduces you to the basic principles of project management and what it takes to be a successful project manager.,"Common project management terms
The value of project management
Project management approaches: Waterfall, Agile, and Hybrid
The role, overall responsibilities, and competencies of a project manager
The purpose of the phases of a project: Initiate and Plan, Execute, and Close
The key tasks that a project manager performs in each project phase
The overall job market and common industry certifications to consider in the project management field","Badge Learning, 000 All Digital Credentials, Project Management Fundamentals, Fundamentals, All Fundamentals, Learning Domain, Technical Skills - IT Project Management, Lightcast Skills Taxonomy, Agile Methodology Skill",,https://skills.yourlearning.ibm.com/activity/ILB-DNRVRVRGKDNQPQ9X,,1581,346,88,40,83,2138,74,90
Cybersecurity,Emerging Tech,What is cybersecurity?,Beginners,1h,4.5,"You already know ways to protect your devices from hackers. Now learn more about the threats and tactics used by cyberattackers, and dig into concepts like encryption and cryptography.",,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Technical Skills- Cyber Security, Learning Domain Primary, Cybersecurity, TryB4, AllTryB4, Lightcast Skills Taxonomy, Cyber Security Skill","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",https://skills.yourlearning.ibm.com/activity/ILB-GYEGYEEDYPMJ6N5X?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-D&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-D&planIdForChildTab=PLAN-EB2D3DA31CF9,,1066,245,47,17,19,1394,76,94
Cybersecurity,Emerging Tech,How is cybersecurity used?,Beginners,30m,4.5,"Learn about Havyn, the voice-enabled cybersecurity assistant, and watch a team in action as they isolate cyberattacks and shut down the threat. Then, try it for yourself and test your cyber-defense skills with the NOVA Cybersecurity Lab.",,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Technical Skills- Cyber Security, Learning Domain Primary, Cybersecurity, TryB4, AllTryB4, Lightcast Skills Taxonomy, Cyber Security Skill","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",https://skills.yourlearning.ibm.com/activity/ILB-XVZEKQZWWNVN4M3Z,,650,135,44,7,10,846,77,93
Cybersecurity,Emerging Tech,IBM and Cybersecurity,Beginners,30m,4.5,Get a feel for cybersecurity as a career. You'll see how IBM is helping clients defend against cyberattacks and respond to broader security threats. You?€?ll also learn about basic cybersecurity terminology and types of cyberattacks.,,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Technical Skills- Cyber Security, Learning Domain Primary, Cybersecurity, TryB4, AllTryB4, Lightcast Skills Taxonomy, Cyber Security Skill","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",,,677,106,26,9,6,824,82,95
Cybersecurity,Cybersecurity Fundamentals,Introduction to Cybersecurity,Advanced,1h 15m,4.5,"In this course, you?€?ll learn fundamental cybersecurity concepts. You will learn what cybersecurity is, including its objectives and key elements and the common misconceptions about it. You?€?ll discover core concepts for risk management and how they apply to cybersecurity. You?€?ll also explore legal and ethical considerations relevant to cybersecurity.","Identify the objectives of the CIA triad and their relevance in various cybersecurity scenarios
Classify tasks by using the key elements of cybersecurity
Explain the ways to apply risk management concepts to cybersecurity
Describe common misconceptions about cybersecurity
Describe common types of laws and ethical considerations for cybersecurity","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",https://skills.yourlearning.ibm.com/activity/MDL-403,,212,57,14,2,3,288,74,93
Cybersecurity,Cybersecurity Fundamentals,Cybersecurity: On the Offense,Advanced,2h 50m,4.5,"In this course, you'll learn about the offensive side of cybersecurity. You'll discover the main types of threat actor or cyberattacker groups and their motivations, including money. You'll explore cyberattacks in detail, including the types of attacks and the techniques for planning attacks. You'll also examine several high-profile case studies of cyberattacks that demonstrate the large impact that such attacks can have.","Contrast the five main threat actor groups based on their profiles and characteristics
Describe common types of cyberattacks
Explain the overall structure of a typical cyberattack outlined in the Cyber Kill Chain framework
Identify cyberattacker tactics and techniques by using the MITRE ATT&CK matrix
Explain key elements of the cybercrime ecosystem
Describe common social engineering techniques
Describe open-source intelligence (OSINT) and standard sources that cyberattackers use
Explain the purpose of and information provided by typical technical scanning techniques
Perform network reconnaissance by using network scanning tools
List the details and lessons learned from several high-profile cyberattacks","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",https://skills.yourlearning.ibm.com/activity/MDL-405,,96,29,9,0,5,139,69,90
Cybersecurity,Cybersecurity Fundamentals,Cybersecurity: On the Defence,Advanced,2h 5m,4.5,"In this course, you?€?ll learn about the defensive side of cybersecurity, meaning organizations and their techniques and tools. You?€?ll discover basic strategies that organizations take to detect and prevent cyberattacks and how organizations respond when incidents occur. You?€?ll explore standard encryption practices used to preserve data confidentiality. You?€?ll also learn about threat intelligence, including its benefits and sources.","Describe the financial impacts of cybercrime on organizations
Describe basic security strategy concepts
Describe strategies that organizations can use to prevent cyberattacks
Describe methods that organizations use to detect cyberattacks
Run an on-demand antimalware scan on a computer by using Malwarebytes
Describe basic concepts of cyberattack incident response
Explain basic cryptography concepts
Describe benefits, sources, and emerging technologies for threat intelligence
","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",https://skills.yourlearning.ibm.com/activity/MDL-407,,87,17,7,2,3,116,75,90
Cybersecurity,Cybersecurity Fundamentals,Your Future in Cybersecurity: The job Landscape,Job,1h,4.5,"Organizations recognize the key role of cybersecurity in protecting their systems, networks, and data. They are actively seeking professionals with expertise to prevent, detect, contain, and recover from cyberattacks. As a result, the demand for skilled cybersecurity professionals grows every day. In this course, you?€?ll learn about the cybersecurity job market and the skills that cybersecurity professionals need to be successful. You?€?ll also find resources and learning opportunities so you can explore more.","Identify industries in which cybersecurity professionals work
Recognize the global demand for cybersecurity professionals in the job market
Describe the key responsibilities and tasks of roles in the cybersecurity field
Describe the baseline and workplace skills and knowledge that cybersecurity professionals need
List industry-recognized cybersecurity certifications
Identify the resources to learn more and stay up to date in the field of cybersecurity","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",,,114,20,6,0,3,143,80,94
Cybersecurity,Cybersecurity Fundamentals,Network Scanning with Zenmap,Experience,50m,4.5,"Do you want to work in cybersecurity or just know more about the field? If so, you should get to know the tools that cybersecurity professionals use, including network scanners like Nmap and Zenmap.

In this course, you?€?ll explore network scanning and practice doing it yourself using Zenmap in a simulation.","Describe network scanning
Explain how port scanning works and why investigators use it
Discuss vulnerability scanning and various techniques for performing it
Describe Nmap and Zenmap
Install Nmap
Perform quick and intense network scans using Zenmap
Describe the types of data that display on the Zenmap dashboard
","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",https://skills.yourlearning.ibm.com/activity/MDL-276,,166,37,12,3,7,225,74,90
Cybersecurity,,Protecting a Device with Malwarebytes,Experience,55m,4.5,"Do you want to work in cybersecurity? Or do you just want to learn more about security threats and how to protect your devices against them? Either way, you should familiarize yourself with standard cyberdefense tools such as antimalware software and virtual private networks (VPNs). One of the most well-known providers of these tools is Malwarebytes.

In this course, first you?€?ll explore common threats to devices and networks. Next, you?€?ll practice using Malwarebytes cyberdefense tools in a simulation.","Describe malware, including its various types
Explain what antimalware software is and how it works
Describe social engineering, phishing, cookies, and eavesdropping
Explain how virtual private networks (VPNs) work and why people use them
Perform antimalware scans and delete malicious files using Malwarebytes
Detect and remove adware and spyware using AdwCleaner
Conceal a device?€?s online data using Privacy VPN
Block online security threats using Browser Guard
","Learning Domain, Technical Skills - Cybersecurity, Learning Domain Primary, Cybersecurity ","English, Arabic, Brazilian Portuguese, Czech, Dutch, French, German, Hindi, Italian, Japanese, Polish, Spanish, Traditional Chinese, Turkish and Ukrainian",https://skills.yourlearning.ibm.com/activity/MDL-277,,377,95,41,15,11,539,70,88
Cybersecurity,IBM Partner Organisation,Introduction to Cybersecurity Tools and Cyber Attacks,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,"Cybersecurity Roles, Processes and Operating System Security",Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,Cybersecurity Compliance Framework and System Administration,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,Network Security and Database Vulnerabilities,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,"Penetration Testing, Incident Response and Forensics",Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,Cyber Threat Intelligence,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Cybersecurity,IBM Partner Organisation,Cybersecurity Capstone: Breach Response Case Studies,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,Web Development Fundamentals,Web Development Basics,Advanced,1h 40m,4.5,"In this course, you?€?ll learn about basic computer functions and programming languages. You?€?ll get an overview of web development, including the scope of the two sides of web development: front-end and back-end. And you?€?ll learn about the difference between the internet and the World Wide Web.","Describe the basic functions of a computer
Differentiate between hardware and software
Describe the types of programming languages
Explain how a computer reads code
Differentiate between web design and web development
Identify website components
Explain the main steps in the web development process
Differentiate between client-side and server-side processes
Identify the focus areas and common languages for front-end development
Identify the focus areas and common languages for back-end development
Differentiate between the World Wide Web and the internet
Explain how the cloud benefits web development
","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skill-Web Development, Lightcast Skills Taxonomy, Front End (Software Engineering) Skll, Web Development Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-261?planId=PLAN-8749C02A78EC&sectionId=SECTION-B&planIdFromParentTab=PLAN-8749C02A78EC&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-8749C02A78EC,,1229,394,136,74,120,1953,63,83
Web Development,Web Development Fundamentals,Developing Sites for the Web,Advanced,1h 40m,4.5,"In this course, you?€?ll learn how web developers create websites. You will learn about common web development languages including HTML, CSS, and JavaScript, and how they have evolved. You will also learn about the software development lifecycle and ways that an agile approach improves web development.","Identify the purpose of web browsers
Describe markup languages and the challenges they can overcome
Explain the structure, functions, and evolution of HTML
Identify improvements that HTML5 introduced
Explain the features and functions of CSS
Explain the features and functions of JavaScript
Identify the ways JavaScript interacts with CSS and HTML
Identify phases in the software development lifecycle (SDLC)
Differentiate between waterfall and agile approaches to development
Highlight the scrum framework","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skill-Web Development, Lightcast Skills Taxonomy, Cascading Style Sheets (CSS) Skill, HyperText Markup Language (HTML) Skill, Scrum (Software Development) Skill, Software Development Life Cycle Skill, JavaScript (Programming Language) Skill, Systems Development Life Cycle Skill, Agile Methodology Skill, HTML5 Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-262,,528,171,63,17,22,801,66,87
Web Development,Web Development Fundamentals,Introduction to HTML and CSS,Advanced,2h,4.5,"In this course, you will learn about the basic structure of an HTML document and common elements to build a web page. You?€?ll explore HTML attributes and understand the importance of organizing information. In addition, you will gain insight into CSS and explore the CSS box model. Finally, you will learn about the best practices web developers use for writing HTML and CSS.","Describe how web developers use HTML elements to build a web page
Identify and explain common HTML elements
Define HTML attributes and uses
Identify and explain common attributes
Identify coding organization techniques that benefit web developers and users
Describe methods and techniques to apply CSS to HTML
Describe the CSS box model and the components of CSS boxes
Describe best practices for writing HTML and CSS
Describe key features of an integrated development environment (IDE) that help improve workflow for web developers","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skills-Web Development, Lightcast Skills Taxonomy, Cascading Style Sheets (CSS) Skills, HyperTextMarkup Language (HTML) Skill, Workflow Management Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-263?planId=PLAN-8749C02A78EC&sectionId=SECTION-B&planIdFromParentTab=PLAN-8749C02A78EC&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-8749C02A78EC,,424,123,52,23,25,647,66,85
Web Development,Web Development Fundamentals,Bringing Websites to Life with JavaScript,Advanced,2h,4.5,"In this course, you?€?ll learn how web developers use JavaScript with HTML to create dynamic websites. You?€?ll examine JavaScript syntax and how variables, functions, expressions, and events operate in JavaScript code. You?€?ll explore how web developers use data in websites and MySQL code to work with the data. You?€?ll also learn about Node.js and the advantages of using frameworks and libraries.","Explain JavaScript syntax
Identify techniques web developers use to include JavaScript in HTML
Compare and contrast different programming models
Explain how to use code objects
Explain how variables, functions, expressions, operators, and events operate in JavaScript code for dynamic websites
Define common types of data
Identify the four primary database functions
Recognize simple MySQL syntax to create a database and work with data
Explain the purpose and function of Node.js","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skills-Web Development, Lightcast Skills Taxonomy, Web Development Skill, Cascading Style Sheets (CSS) Skill, HyperTextMarkup Language (HTML) Skill, JavaScript (Programming Language) Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-264?planId=PLAN-8749C02A78EC&sectionId=SECTION-B&planIdFromParentTab=PLAN-8749C02A78EC&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-8749C02A78EC,"The basic functions of a computer and the layers of computer architecture
The structure of HTML, CSS, and JavaScript",296,104,39,20,25,484,61,83
Web Development,Web Development Fundamentals,Website Testing and Deployment,Advanced,2h 10m,4,"In this course, you will explore how developers thoroughly test website code before enabling public access to their sites. You?€?ll discover how teams use version control systems to speed up the delivery of new features and functionality to their users. And you?€?ll learn about the tools and processes developers use to streamline and simplify the deployment of their websites to their servers or the cloud.
","Identify different types of website testing and the areas to test
Describe the advantages of automated testing
Explain version control systems for web development
Identify the steps to publish a website
Differentiate between continuous delivery and continuous deployment
Describe the purpose, benefits, and workflow process in the DevOps lifecycle
Describe responsive design and its importance
Explain delivering web content as a website and delivering web content in a web application
Differentiate between containers and virtual machines
Identify methods and common tools to test and automate the deployment of websites
Explain cloud computing for web development and deployment
Explain containerization for website development and deployment
","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skills-Web Development, Lightcast Skills Taxonomy, DevOps Skill, Web Development Skill, Workflow Management Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-265,,290,115,37,16,34,492,59,82
Web Development,Web Development Fundamentals,Development an Interactive Task List Web Page,Advanced,1h 50m,4.5,"In this course, you?€?ll practice building an interactive task list web page in a series of simulations. You?€?ll develop code files that lay out the structure of a web page with HTML, add styles with CSS, develop interactions with JavaScript, and then test that your web page functions as expected.","Identify the tools and skills to develop a web page
Review requirements and a wireframe diagram to help inform web development
Use Visual Studio Code (VS Code) as an integrated development environment (IDE) tool to set up project files and develop a web page
Create a basic HTML structure to lay out a web page
Use CSS to add styles to a web page
Use JavaScript to create interactive elements on a web page   
Perform a simple functional test on a web page","Badge Learning, Web Development Fundamentals, Learning Domain, Technical Skills-Web Development, Lightcast Skills Taxonomy, Cascading Style Sheets (CSS) Skills, HyperTextMarkup Language (HTML) Skill, JavaScript (Promgramming Language) Skill, Wireframing Skill","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-266?planId=PLAN-8749C02A78EC&sectionId=SECTION-B&planIdFromParentTab=PLAN-8749C02A78EC&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-8749C02A78EC,,240,79,33,11,22,385,62,83
Web Development,Web Development Fundamentals,Your Future in Web Development: The Job Landscape,Job,1h,4.5,"In this course, you?€?ll learn about the web development job market, the skills web developers need to be successful, and how web developers interact with other job roles on a team. You?€?ll also find resources and learning opportunities so you can explore more.","Identify industries in which web developers work
Recognize the global demand for web development professionals in the job market
Recognize the future of the web development field
Identify common roles and specialties in the web development field
Explain the primary responsibilities of different web development roles
Identify the skills that web developers need
Distinguish between different roles on a web development team
Identify resources to learn more and stay up to date in the field of web development","Badge Learning, Learning Domain, Web Development Fundamentals, Workplace Skills- Workforce readiness, Technical Skills- Web Development","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-267?planId=PLAN-8749C02A78EC&sectionId=SECTION-B&planIdFromParentTab=PLAN-8749C02A78EC&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-8749C02A78EC,,364,134,39,18,21,576,63,86
Web Development,IBM Partner Organisation,Front-End Web Development,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,IBM Partner Organisation,Back-End Development,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,IBM Partner Organisation,Responsive Web Page Development,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,IBM Partner Organisation,Interactive Front-End Development,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,IBM Partner Organisation,Integration of Databases,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Web Development,IBM Partner Organisation,Web Application Testing and Deployment,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
IT Project Management,Project Management Fundamentals,Project Management Fundamentals,Fundamental,3h 30m,4.5,This course introduces you to the basic principles of project management and what it takes to be a successful project manager.,"Common project management terms
The value of project management
Project management approaches: Waterfall, Agile, and Hybrid
The role, overall responsibilities, and competencies of a project manager
The purpose of the phases of a project: Initiate and Plan, Execute, and Close
The key tasks that a project manager performs in each project phase
The overall job market and common industry certifications to consider in the project management field","Badge Learning, 000 All Digital Credentials, Project Management Fundamentals, Fundamentals, All Fundamentals, Learning Domain, Technical Skills - IT Project Management, Lightcast Skills Taxonomy, Agile Methodology Skill",,https://skills.yourlearning.ibm.com/activity/ILB-DNRVRVRGKDNQPQ9X,,1581,346,88,40,83,2138,74,90
IT Project Management,Agile Explorer,A Taste of Agile,Beginners,2h 50m,4.5,"A Taste of Agile is designed to provide a basic awareness of Agile work methods, and how you can use them to change the way you work in academics, on the job, or even in your personal life. The course provides a foundational understanding of the values, principles, practices, and patterns of Agile, and the team dynamics that create success.

A Taste of Agile is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-GYEGEDYJNEVY1Y3V?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,676,121,31,14,16,858,79,93
IT Project Management,Agile Explorer,Agile Operations Fundamentals,Beginners,2h 5m,4.5,"Agile Operations Fundamentals is designed to help operational teams develop the foundational skills to plan, structure, deliver, monitor, and improve on operational activities and processes. These skills can be used in school, on the job, and in your personal life. This course builds on the foundational awareness from A Taste of Agile, through an operations pattern that provides guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.

Agile Operations Fundamentals is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-RKEVEWMRKEGN7JAB?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,335,61,7,8,5,416,81,95
IT Project Management,Agile Explorer,Agile Program Fundamentals,Beginners,2h 10m,4.5,"Agile Program Fundamentals is designed to help project teams develop the foundational skills to plan, structure, and deliver on programs and projects incrementally and iteratively. This course builds on the foundational awareness from A Taste of Agile and Agile Operations Fundamentals. You will learn the project pattern and receive guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill, Operations Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-JYKQKJZGVPVZ3QNZ?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,289,61,12,4,6,372,78,94
IT Project Management,Information Technology Fundamentals,Computer Basics,Advanced,1h 20m,4.5,"In this course, you?€?ll learn key concepts from computer parts and networking to security, support, and user identification. Discover the core computing area of the field of information technology (IT).","Describe what a computer is
Identify the parts of a computer
Compare and contrast local and cloud computing
Explain the relationship between computer hardware and software
Describe user identification and security
","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology, Lightcast Skills Taxonomy, Computer Hardware Skill, Information Technology Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-235?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,483,96,23,14,20,636,76,91
IT Project Management,Information Technology Fundamentals,Computer Networking Basics: How Computers Communicates,Advanced,1h 15m,4.5,"In this course, you?€?ll learn about the ways that computer networking touches areas of everyday life. You?€?ll examine how network connections help you send and receive information. You?€?ll explore different types of networks that cover personal, local, and wide areas, and you?€?ll discover the importance of network security.
","Explain computer networking
Recognize the differences between personal, local, and wide-area networks
Explain the use of data to enable the internet to function as a network
Recognize the importance of network security
Describe the purpose of network addresses
Describe the ways that applications use network communications","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology",English,https://skills.yourlearning.ibm.com/activity/MDL-236?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,179,39,16,6,4,244,73,89
IT Project Management,Information Technology Fundamentals,Computing from Past to Present,Advanced,2h 15m,4.5,"In this course, you?€?ll learn about milestone events in the history of computing. You will discover why key concepts like accessibility and security have become essential qualities of information technology.
","Describe milestone changes in computing over time
Compare and contrast programs and modern applications
Recognize the changes that the cloud is making to modern computing
Define accessibility
Recognize computer security fundamentals","Badge Learning, Information Technology Fundamental, Learning Domain, Technical Skills-Information Technology, Lightcast Skills Taxonomy, Information Technology Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-237?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,120,36,6,4,11,177,68,88
IT Project Management,Information Technology Fundamentals,Security Basics,Advanced,1h 15m,4.5,"In this course, you?€?ll learn about threats to computer security and ways to keep computer systems and users safe. You will discover the differences between threats, such as hacking, malware, and viruses, and vulnerabilities, such as bugs and buffer overflows. You will explore key security measures to protect computer hardware, software, and networks.
","Recognize common ways to make hardware secure
Compare and contrast authentication and authorization
Explain common threats on computer security
Identify ways information technology (IT) professionals protect users and systems
","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Cybersecurity, Technical Skills-Information Technology,  Learning Domain Primary, Cybersecurity, Lightcast Skills Taxonomy, Computer Hardware Skill, Information Technology Skill, Vulnerability Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-238?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,96,21,3,4,3,127,76,92
IT Project Management,Information Technology Fundamentals,Support Basics,Advanced,1h 10m,4.5,"In this course, you?€?ll explore the intriguing world of troubleshooting. You will learn key ways to hone in on the causes of problems that don?€?t have an obvious solution.","Define troubleshooting
Explain basic troubleshooting methodology
Identify key disciplines when creating documentation for support tasks
Explain methods and best practices for effective remote troubleshooting","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-239?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,76,13,3,5,7,104,73,86
IT Project Management,Information Technology Fundamentals,"Troubleshooting for Hardware, Networks and Software",Advanced,1h 5m,4.5,"In this course, you?€?ll learn the troubleshooting techniques that IT professionals rely upon to resolve difficult issues. You?€?ll explore established approaches to fixing hardware, networking, and software issues. You?€?ll discover the steps to take when the answer is not immediately obvious.
","Explain techniques for troubleshooting hardware issues
Explain patterns of exploration for troubleshooting network issues
Explain techniques for troubleshooting software issues","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical skills-Information Technolgy, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skill, Hardware Troubleshooting Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-240?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,87,13,4,2,4,110,79,91
IT Project Management,Information Technology Fundamentals,Support a customer with a Network Issue,Advanced,1h 35m,4.5,"In this course, you?€?ll practice supporting a customer by troubleshooting a network issue in a series of simulations. You?€?ll get a clear description of the problem, create a theory of probable cause, resolve the issue, and close the support engagement.","Demonstrate best practices for communicating with a customer who has a support issue
Review customer information to develop a theory about a customer?€?s issue
Use the Google Chrome Remote Desktop remote connection tool to view and work on a customer?€?s computer
Troubleshoot and fix a network connection issue so the customer?€?s devices will connect
Verify resolution and close the customer?€?s support request","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Customer Service, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skill, Communications Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-241?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,89,10,3,2,3,107,83,93
